班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
26774	学科基础	10	95.8	讲师	文学院	2014-2015	春季学期	87.782608	2124
26775	管理类	1	94	副教授	教育学院	2014-2015	春季学期	88	826
26776	应用基础	37	95.58	讲师	农业与农村发展学院	2014-2015	春季学期	78.530612	1853
26777	专业选修	16	89.69	副教授	法学院	2014-2015	春季学期	87.578947	152
26778	专业选修	19	97.16		法学院	2014-2015	春季学期	80	2125
26779	专业选修	18	95.04	讲师	法学院	2014-2015	春季学期	80	1909
26780	公共艺术教育	142	97.28	教授	艺术学院	2014-2015	春季学期	85.699507	624
26781	专业选修	4	100	教授	物理学系	2014-2015	春季学期	90.5	1417
26782	全校选修	10	98.65		国际学院	2014-2015	春季学期	87.090909	1757
26783	全校选修	46	98.53	讲师	国际学院	2014-2015	春季学期	77.327868	1870
26784	专业必修	27	95.28		中法学院	2014-2015	春季学期	79.46875	2126
26785	专业必修	27	97.89		中法学院	2014-2015	春季学期	78.03125	1875
26786	专业必修	18	95.46		中法学院	2014-2015	春季学期	76.72	1875
26787	专业必修	18	96.21		中法学院	2014-2015	春季学期	80.4	1875
26788	专业必修	27	97.67		中法学院	2014-2015	春季学期	86.625	1967
26789	专业必修	15	92.05		中法学院	2014-2015	春季学期	75.75	1937
26790	专业必修	14	96.79		中法学院	2014-2015	春季学期	77.875	1937
26791	专业必修	27	96.95		中法学院	2014-2015	春季学期	82.21875	1708
26792	专业选修	27	94.36		中法学院	2014-2015	春季学期	90.6875	1871
26793	专业必修	18	96.71		中法学院	2014-2015	春季学期	91.8	1871
26794	专业必修	18	93.17		中法学院	2014-2015	春季学期	90.2	1871
26795	专业必修	18	92.38		中法学院	2014-2015	春季学期	76.08	1873
26796	专业必修	18	94.17		中法学院	2014-2015	春季学期	76.08	1873
26797	专业必修	18	96.63		中法学院	2014-2015	春季学期	77.36	1705
26798	专业必修	18	96.67		中法学院	2014-2015	春季学期	74.64	1705
26799	专业必修	27	94.39		中法学院	2014-2015	春季学期	72.857142	1874
26800	专业必修	25	93.55		中法学院	2014-2015	春季学期	77.735294	1874
26801	专业必修	27	93.94		中法学院	2014-2015	春季学期	81.735294	1874
26802	专业必修	27	96.81		中法学院	2014-2015	春季学期	80.558823	1874
26803	专业必修	27	95.97		中法学院	2014-2015	春季学期	81.885714	2127
26804	专业必修	25	97.63		中法学院	2014-2015	春季学期	82.147058	2127
26805	专业必修	27	95.22		中法学院	2014-2015	春季学期	88.647058	2127
26806	专业必修	27	97.67		中法学院	2014-2015	春季学期	84.823529	2127
26807	专业必修	52	98.15		中法学院	2014-2015	春季学期	72.235294	1968
26808	专业必修	53	97.72		中法学院	2014-2015	春季学期	82.058823	1968
26809	学科基础	43	99.49		中法学院	2014-2015	春季学期	86.103448	1708
26810	学科基础	43	99.97		中法学院	2014-2015	春季学期	86.103448	1704
26811	学科基础	42	99.14		中法学院	2014-2015	春季学期	84.785714	1708
26812	学科基础	42	99.29		中法学院	2014-2015	春季学期	84.785714	1704
26813	学科基础	49	98		中法学院	2014-2015	春季学期	84.350877	1708
26814	学科基础	49	97.96		中法学院	2014-2015	春季学期	84.350877	1704
26815	学科基础	44	98.26		中法学院	2014-2015	春季学期	79.719298	1708
26816	学科基础	32	98.43		中法学院	2014-2015	春季学期	79.432432	1708
26817	学科基础	32	98.08		中法学院	2014-2015	春季学期	83.324324	1965
26818	专业必修	32	99.04		中法学院	2014-2015	春季学期	89	1966
26819	专业必修	21	98.96		中法学院	2014-2015	春季学期	86	1933
26820	专业必修	23	99.12		中法学院	2014-2015	春季学期	88.464285	1933
26821	专业必修	32	99.2		中法学院	2014-2015	春季学期	#N/A	2128
26822	学科基础	41	95.57	讲师	财政金融学院	2014-2015	春季学期	77.827586	1787
26823	学科基础	42	96.89	副教授	财政金融学院	2014-2015	春季学期	86.25	1083
26824	学科基础	42	98.61	副教授	财政金融学院	2014-2015	春季学期	86.25	1069
26825	学科基础	49	98.18	副教授	财政金融学院	2014-2015	春季学期	84.22807	1083
26826	学科基础	49	97.57	副教授	财政金融学院	2014-2015	春季学期	84.22807	1069
26827	学科基础	51	96.21	教授	财政金融学院	2014-2015	春季学期	78.691176	570
26828	学科基础	50	96.55	讲师	财政金融学院	2014-2015	春季学期	78.691176	1787
26829	学科基础	53	94.3	讲师	财政金融学院	2014-2015	春季学期	80.147058	1787
26830	学科基础	53	96.12	教授	财政金融学院	2014-2015	春季学期	80.147058	570
26831	通识教育大讲堂	22	96.52	副教授	哲学院	2014-2015	春季学期	87.254237	224
26832	全校共同课	18	96.33		国际学院	2014-2015	春季学期	77.73913	2074
26833	全校共同课	16	98.13		国际学院	2014-2015	春季学期	67.590909	2058
26834	全校共同课	17	89.63		国际学院	2014-2015	春季学期	69.130434	2075
26835	全校共同课	18	91.21		国际学院	2014-2015	春季学期	74.043478	2050
26836	全校共同课	19	97.47		国际学院	2014-2015	春季学期	77.681818	2076
26837	全校共同课	18	95.25		国际学院	2014-2015	春季学期	69.136363	1990
26838	全校共同课	13	96.94		国际学院	2014-2015	春季学期	76.294117	2077
26839	全校共同课	11	95.23		国际学院	2014-2015	春季学期	81.1875	2077
26840	全校共同课	12	98.94		国际学院	2014-2015	春季学期	69.411764	2058
26841	全校共同课	18	99.17		中法学院	2014-2015	春季学期	82	1930
26842	全校共同课	16	93.39		国际学院	2014-2015	春季学期	82.045454	2075
26843	全校共同课	17	85.79		国际学院	2014-2015	春季学期	79.782608	2050
26844	全校共同课	18	95.92		国际学院	2014-2015	春季学期	80.521739	1990
26845	全校共同课	19	84.53		国际学院	2014-2015	春季学期	82.217391	2050
26846	全校共同课	18	89.42		国际学院	2014-2015	春季学期	72.045454	2077
26847	全校共同课	13	88		国际学院	2014-2015	春季学期	76.529411	2050
26848	全校共同课	11	96.73		中法学院	2014-2015	春季学期	87.4375	1930
26849	全校共同课	12	97.31		国际学院	2014-2015	春季学期	80	2075
26850	学科基础	11	98.43		国际学院	2014-2015	春季学期	84.272727	2076
26851	学科基础	11	100		中法学院	2014-2015	春季学期	84.272727	1929
26852	学科基础	8	95.13		国际学院	2014-2015	春季学期	73.6	1989
26853	学科基础	8	96.25		国际学院	2014-2015	春季学期	73.6	1990
26854	学科基础	8	97.84		中法学院	2014-2015	春季学期	73.6	1903
26855	学科基础	10	96.7		国际学院	2014-2015	春季学期	70.90909	1990
26856	学科基础	10	97.15		国际学院	2014-2015	春季学期	70.90909	1989
26857	学科基础	11	100		中法学院	2014-2015	春季学期	86.727272	1929
26858	学科基础	8	96.25		国际学院	2014-2015	春季学期	81.7	1990
26859	学科基础	10	96.78		国际学院	2014-2015	春季学期	80	1989
26860	学科基础	11	96.93		中法学院	2014-2015	春季学期	85.1	1696
26861	学科基础	11	99.8		中法学院	2014-2015	春季学期	85.1	1697
26862	学科基础	8	95.69		国际学院	2014-2015	春季学期	72.9	2041
26863	学科基础	8	96.16		中法学院	2014-2015	春季学期	72.9	1696
26864	学科基础	10	94.45		中法学院	2014-2015	春季学期	71.727272	1696
26865	学科基础	10	92.65		国际学院	2014-2015	春季学期	71.727272	2040
26866	全校共同课	205	96.76		中法学院	2014-2015	春季学期	84.136363	1957
26867	专业必修	11	93.11	讲师	艺术学院	2014-2015	春季学期	88.428571	539
26868	专业选修	12	97.06	副教授	艺术学院	2014-2015	春季学期	89.5	1497
26869	专业必修	9	95.67	讲师	艺术学院	2014-2015	春季学期	82.111111	1504
26870		9	80.75	讲师	艺术学院	2014-2015	春季学期	87.222222	1799
26871	专业必修	9	97.08	讲师	艺术学院	2014-2015	春季学期	87.222222	620
26872	专业必修	31	96.23	副教授	艺术学院	2014-2015	春季学期	79.625	2033
26873	专业必修	19	94.83	副教授	财政金融学院	2015-2016	秋季学期	82.055555	12
26874	专业必修	19	98.15	副教授	财政金融学院	2015-2016	秋季学期	84.363636	553
26875	专业选修	46	95.65	教授	商学院	2015-2016	秋季学期	84.333333	16
26876	学科基础	38	97.3	教授	财政金融学院	2015-2016	秋季学期	73.894736	496
26877	学科基础	44	98.23	副教授	财政金融学院	2015-2016	秋季学期	71.728813	1211
26878	学科基础	44	97.44	副教授	财政金融学院	2015-2016	秋季学期	82.709677	1552
26879	学科基础	26	95.01	副教授	财政金融学院	2015-2016	秋季学期	77.029411	1553
26880	专业选修	31	95.26	副教授	经济学院	2015-2016	秋季学期	82.525	303
26881	专业必修	30	97.5	副教授	商学院	2015-2016	秋季学期	84.547619	23
26882	专业必修	19	94.99	副教授	公共管理学院	2015-2016	秋季学期	87.192307	1414
26883	学科基础	43	98.4	讲师	信息学院	2015-2016	秋季学期	85.886792	1057
26884	学科基础	21	83.36	副教授	信息学院	2015-2016	秋季学期	79.615384	34
26885	学科基础	43	97.58	副教授	信息学院	2015-2016	秋季学期	84.563636	598
26886	学科基础	36	92.02	讲师	信息学院	2015-2016	秋季学期	84.442307	337
26887	学科基础	30	90.93	讲师	信息学院	2015-2016	秋季学期	83.030303	807
26888	学科基础	25	93.43	教授	新闻学院	2015-2016	秋季学期	80.774193	874
26889	学科基础	14	91.64	讲师	新闻学院	2015-2016	秋季学期	83.521739	1832
26890	学科基础	18	93.25	讲师	新闻学院	2015-2016	秋季学期	85.708333	1832
26891	学科基础	25	95.11	讲师	新闻学院	2015-2016	秋季学期	82.96875	1832
26892	学科基础	35	99.4	讲师	新闻学院	2015-2016	秋季学期	85.302325	1782
26893	学科基础	25	99.76	讲师	新闻学院	2015-2016	秋季学期	86.166666	1782
26894	学科基础	39	99.44	讲师	新闻学院	2015-2016	秋季学期	83.784313	1782
26895	学科基础	15	97.6	副教授	物理学系	2015-2016	秋季学期	87.8	40
26896	专业选修	10	98.65	副教授	经济学院	2015-2016	秋季学期	82	1488
26897	专业选修	10	99.1	教授	经济学院	2015-2016	秋季学期	85.210526	1059
26898	学科基础	56	93.91	副教授	国际关系学院	2015-2016	秋季学期	86.152941	1285
26899	学科基础	27	97.56	教授	国际关系学院	2015-2016	秋季学期	89.129032	47
26900	专业选修	7	100	副教授	外国语学院	2015-2016	秋季学期	89	820
26901	专业选修	46	96.92	教授	经济学院	2015-2016	秋季学期	85.283018	11
26902	专业选修	30	98	教授	商学院	2015-2016	秋季学期	83.157894	1352
26903	专业选修	24	87.59	教授	国际关系学院	2015-2016	秋季学期	73.969696	892
26904	专业必修	91	96.35	教授	国际关系学院	2015-2016	秋季学期	81.234375	52
26905	专业选修	21	99.57	讲师	国际关系学院	2015-2016	秋季学期	88.533333	1970
26906	专业选修	28	94.21	讲师	国际关系学院	2015-2016	秋季学期	85.59375	1970
26907	学科基础	15	97.95	讲师	外国语学院	2015-2016	秋季学期	89	522
26908	专业必修	15	95		外国语学院	2015-2016	秋季学期	79.473684	1971
26909	专业必修	16	89.45		国际学院	2015-2016	秋季学期	92.333333	2129
26910	专业必修	18	87.21		国际学院	2015-2016	秋季学期	90.045454	2130
26911	专业选修	8	97.09	副教授	信息资源管理学院	2015-2016	秋季学期	85.1875	944
26912	专业选修	17	97.31	教授	哲学院	2015-2016	秋季学期	84.380952	1344
26913	学科基础	47	93.19	教授	信息学院	2015-2016	秋季学期	62.96923	63
26914	学科基础	53	94.61	讲师	信息学院	2015-2016	秋季学期	76.791666	349
26915	学科基础	54	96.4	讲师	信息学院	2015-2016	秋季学期	68.77027	349
26916	学科基础	46	94.98	讲师	统计学院	2015-2016	秋季学期	76.423728	1785
26917	学科基础	36	96.58	副教授	统计学院	2015-2016	秋季学期	73.891304	1480
26918	专业选修	18	99	副教授	社会与人口学院	2015-2016	秋季学期	83.666666	68
26919		37	96.53	教授	公共管理学院	2015-2016	秋季学期	82.367346	769
26920	学科基础	37	91.45	副教授	公共管理学院	2015-2016	秋季学期	82.367346	391
26921	学科基础	18	92.79	副教授	公共管理学院	2015-2016	秋季学期	85.666666	380
26922	学科基础	18	97.08	副教授	公共管理学院	2015-2016	秋季学期	86.052631	891
26923	专业必修	22	95.16	副教授	公共管理学院	2015-2016	秋季学期	86.4	982
26924	专业必修	19	97.67	副教授	公共管理学院	2015-2016	秋季学期	80.95238	882
26925	专业必修	19	97.59	副教授	公共管理学院	2015-2016	秋季学期	80.95238	1239
26926	专业必修	36	97.71	教授	公共管理学院	2015-2016	秋季学期	81.673913	1264
26927	专业必修	32	94.87	副教授	公共管理学院	2015-2016	秋季学期	87.228571	882
26928	专业选修	15	92.6	副教授	国际关系学院	2015-2016	秋季学期	86.65	508
26929	专业必修	2	99.25	副教授	法学院	2015-2016	秋季学期	85	1064
26930	学科基础	18	97.71	副教授	信息资源管理学院	2015-2016	秋季学期	87.28	1067
26931	学科基础	20	97.45	教授	信息资源管理学院	2015-2016	秋季学期	87.8	70
26932	学科基础	14	90.89	教授	信息资源管理学院	2015-2016	秋季学期	85.5	591
26933	学科基础	20	98.58	副教授	信息资源管理学院	2015-2016	秋季学期	84.576923	1067
26934	学科基础	37	99.17	教授	经济学院	2015-2016	秋季学期	85.266666	653
26935	学科基础	44	92.65	讲师	商学院	2015-2016	秋季学期	84.549019	84
26936	学科基础	31	96.35	副教授	商学院	2015-2016	秋季学期	84.971428	92
26937	学科基础	53	90.34	教授	商学院	2015-2016	秋季学期	87.523809	82
26938	学科基础	42	97.5	教授	商学院	2015-2016	秋季学期	86.326923	91
26939	学科基础	39	97.85	教授	商学院	2015-2016	秋季学期	79.384615	87
26940	学科基础	22	95.74	讲师	公共管理学院	2015-2016	秋季学期	81.354838	1920
26941	学科基础	22	94	副教授	公共管理学院	2015-2016	秋季学期	81.354838	95
26942	学科基础	23	90.02	副教授	公共管理学院	2015-2016	秋季学期	87.133333	95
26943	学科基础	23	93.32	讲师	公共管理学院	2015-2016	秋季学期	87.133333	1920
26944	学科基础	18	93.96	讲师	公共管理学院	2015-2016	秋季学期	82.714285	1920
26945	学科基础	18	94.13	副教授	公共管理学院	2015-2016	秋季学期	82.714285	95
26946	学科基础	39	95.17	教授	公共管理学院	2015-2016	秋季学期	84.73913	1168
26947		39	92.96	副教授	公共管理学院	2015-2016	秋季学期	84.73913	95
26948	学科基础	39	97.17	教授	公共管理学院	2015-2016	秋季学期	84.73913	1169
26949	学科基础	34	94.38	教授	公共管理学院	2015-2016	秋季学期	86	1170
26950	学科基础	33	96	副教授	公共管理学院	2015-2016	秋季学期	86	1492
26951	学科基础	26	96.86	副教授	商学院	2015-2016	秋季学期	82.756756	92
26952	学科基础	41	88.68		商学院	2015-2016	秋季学期	81.82	2078
26953	学科基础	41	94.17	副教授	商学院	2015-2016	秋季学期	81.82	88
26954	专业选修	50	94.71	教授	商学院	2015-2016	秋季学期	85.373333	925
26955	学科基础	37	90.39	副教授	国际关系学院	2015-2016	秋季学期	58.760869	2
26956	专业必修	18	93.21	教授	财政金融学院	2015-2016	秋季学期	81.151515	1556
26957	专业必修	28	99.71	副教授	财政金融学院	2015-2016	秋季学期	81.785714	1356
26958	专业必修	53	96.86	教授	财政金融学院	2015-2016	秋季学期	85.768115	1069
26959	专业必修	44	95.43	教授	财政金融学院	2015-2016	秋季学期	81.8	109
26960	专业选修	37	95.14	讲师	财政金融学院	2015-2016	秋季学期	81.225352	1787
26961	专业选修	37	97.45	教授	财政金融学院	2015-2016	秋季学期	80.725806	1069
26962	专业选修	60	95.55	教授	经济学院	2015-2016	秋季学期	82.207317	1357
26963	学科基础	41	93.98	副教授	经济学院	2015-2016	秋季学期	78.98305	115
26964	学科基础	71	95.95	教授	经济学院	2015-2016	秋季学期	78.963302	1070
26965	学科基础	35	98.05	教授	经济学院	2015-2016	秋季学期	78.42	112
26966	学科基础	62	95	教授	经济学院	2015-2016	秋季学期	75.108695	1359
26967	专业必修	40	97.83	讲师	经济学院	2015-2016	秋季学期	77.218181	75
26968	专业必修	37	97.22	讲师	经济学院	2015-2016	秋季学期	77.188679	75
26969	专业必修	8	96.34	副教授	法学院	2015-2016	秋季学期	83.681818	120
26970	专业选修	16	99.06	副教授	马克思主义学院	2015-2016	秋季学期	86.35	44
26971	专业必修	110	97.89	副教授	法学院	2015-2016	秋季学期	83.427631	754
26972	专业选修	23	100	副教授	环境学院	2015-2016	秋季学期	88.068965	1788
26973	专业选修	21	95.07	副教授	社会与人口学院	2015-2016	秋季学期	84.59375	129
26974	学科基础	21	98.93	副教授	商学院	2015-2016	秋季学期	65.944444	135
26975	学科基础	36	93.48	讲师	商学院	2015-2016	秋季学期	77.10204	147
26976	学科基础	25	95.47	副教授	商学院	2015-2016	秋季学期	68.731707	345
26977	学科基础	41	96.71	教授	商学院	2015-2016	秋季学期	84.52	80
26978	学科基础	27	92.56	副教授	商学院	2015-2016	秋季学期	73.170731	138
26979	专业必修	3	100	副教授	法学院	2015-2016	秋季学期	79	139
26980	学科基础	19	98.34	讲师	农业与农村发展学院	2015-2016	秋季学期	77.083333	1789
26981	学科基础	19	97.67	副教授	农业与农村发展学院	2015-2016	秋季学期	77.083333	1367
26982	学科基础	18	99.5	副教授	农业与农村发展学院	2015-2016	秋季学期	78.318181	1367
26983	学科基础	18	99.92	讲师	农业与农村发展学院	2015-2016	秋季学期	78.318181	1789
26984	学科基础	30	92.28	讲师	国际关系学院	2015-2016	秋季学期	72.675	1991
26985	学科基础	29	88.8	副教授	国际关系学院	2015-2016	秋季学期	39.87931	508
26986	专业必修	23	98.7	教授	国际关系学院	2015-2016	秋季学期	77.5	1458
26987	学科基础	43	98.12	副教授	财政金融学院	2015-2016	秋季学期	79.442857	1083
26988	学科基础	26	96.65	副教授	农业与农村发展学院	2015-2016	秋季学期	86.928571	1084
26989	学科基础	23	91.95	讲师	农业与农村发展学院	2015-2016	秋季学期	82.111111	237
26990	学科基础	32	96.86	副教授	经济学院	2015-2016	秋季学期	71.64	113
26991	学科基础	37	98.18	副教授	经济学院	2015-2016	秋季学期	72.057692	113
26992	学科基础	32	98.24	副教授	经济学院	2015-2016	秋季学期	81.961538	1483
26993	学科基础	33	96.73	副教授	经济学院	2015-2016	秋季学期	80.707317	1483
26994	学科基础	27	94.14	讲师	经济学院	2015-2016	秋季学期	74.170731	2091
26995	学科基础	34	94.57	讲师	经济学院	2015-2016	秋季学期	73.711538	2091
26996	学科基础	42	97.3	副教授	经济学院	2015-2016	秋季学期	82.484848	1627
26997	学科基础	20	92.88	副教授	经济学院	2015-2016	秋季学期	80.090909	1627
26998	学科基础	24	99.81	讲师	经济学院	2015-2016	秋季学期	79.794117	1790
26999	学科基础	18	95.38	讲师	经济学院	2015-2016	秋季学期	75.222222	1790
27000	学科基础	19	99.76	讲师	经济学院	2015-2016	秋季学期	77.96875	1861
27001	学科基础	31	92.28	副教授	经济学院	2015-2016	秋季学期	69.1875	1361
27002	学科基础	29	90.17	讲师	经济学院	2015-2016	秋季学期	75.657142	1917
27003	学科基础	4	92.5	副教授	经济学院	2015-2016	秋季学期	60.2	883
27004	专业必修	38	93.65	副教授	经济学院	2015-2016	秋季学期	81.795454	1358
27005	专业必修	54	88.78	副教授	经济学院	2015-2016	秋季学期	83.16923	1358
27006	专业必修	45	97.12	讲师	商学院	2015-2016	秋季学期	85.730769	17
27007	专业必修	33	92.71	讲师	商学院	2015-2016	秋季学期	82.225	147
27008	专业必修	37	99.8	讲师	商学院	2015-2016	秋季学期	85.645833	505
27009	应用基础	12	99.25	副教授	体育部	2015-2016	秋季学期	79.142857	1050
27010	专业选修	16	97.19	教授	法学院	2015-2016	秋季学期	80.821428	1087
27011	专业选修	16	98.69	副教授	法学院	2015-2016	秋季学期	80.821428	178
27012	专业必修	27	98.44	副教授	财政金融学院	2015-2016	秋季学期	81.320754	1500
27013	专业必修	54	97.33	副教授	财政金融学院	2015-2016	秋季学期	86.34375	1083
27014	专业必修	21	95.21	教授	哲学院	2015-2016	秋季学期	86.371428	1484
27015	应用基础	14	96.89	副教授	体育部	2015-2016	秋季学期	88.714285	1093
27016	应用基础	12	95.63	副教授	体育部	2015-2016	秋季学期	88.125	1093
27017	应用基础	15	94	副教授	体育部	2015-2016	秋季学期	82.823529	1093
27018	应用基础	13	97.92	副教授	体育部	2015-2016	秋季学期	83.066666	1093
27019	应用基础	16	91.84	副教授	体育部	2015-2016	秋季学期	87.263157	1093
27020	应用基础	15	96.6	副教授	体育部	2015-2016	秋季学期	88.764705	1093
27021	应用基础	12	96.88	副教授	体育部	2015-2016	秋季学期	82.058823	1041
27022	应用基础	18	95.25	讲师	体育部	2015-2016	秋季学期	86.318181	1036
27023	应用基础	15	99.4	副教授	体育部	2015-2016	秋季学期	81.411764	1041
27024	应用基础	13	100	副教授	体育部	2015-2016	秋季学期	84.266666	1041
27025	应用基础	18	97	副教授	体育部	2015-2016	秋季学期	80.65	1041
27026	应用基础	18	96.75	副教授	体育部	2015-2016	秋季学期	82.384615	1041
27027	应用基础	15	97	副教授	体育部	2015-2016	秋季学期	71.85	1041
27028	学科基础	20	98.54	副教授	劳动人事学院	2015-2016	秋季学期	79.043478	163
27029	专业必修	40	98.43	教授	信息学院	2015-2016	秋季学期	80.296296	966
27030	专业必修	37	99.35	讲师	信息学院	2015-2016	秋季学期	80.327272	1097
27031	学科基础	25	96.76	副教授	历史学院	2015-2016	秋季学期	79.057142	1098
27032	专业选修	5	97.15	教授	哲学院	2015-2016	秋季学期	86.090909	252
27033	专业选修	47	92.55	教授	法学院	2015-2016	秋季学期	84.234375	1099
27034	专业选修	14	96.09	副教授	农业与农村发展学院	2015-2016	秋季学期	85.1875	359
27035	应用基础	19	90.05	副教授	体育部	2015-2016	秋季学期	82.75	1046
27036	应用基础	21	92.14	副教授	体育部	2015-2016	秋季学期	87.2	1046
27037	应用基础	12	95.25	讲师	体育部	2015-2016	秋季学期	86.75	1055
27038	应用基础	10	98.2	讲师	体育部	2015-2016	秋季学期	87.75	1055
27039	应用基础	10	93.55	讲师	体育部	2015-2016	秋季学期	81.666666	1055
27040	应用基础	13	93.08	讲师	体育部	2015-2016	秋季学期	85.857142	1055
27041	专业选修	9	93.25	副教授	历史学院	2015-2016	秋季学期	78.25	1485
27042	专业选修	13	97.69	副教授	经济学院	2015-2016	秋季学期	85.357142	417
27043	专业选修	19	94.75	教授	社会与人口学院	2015-2016	秋季学期	83.243902	1020
27044	专业必修	20	98.58	教授	社会与人口学院	2015-2016	秋季学期	78.4	190
27045	学科基础	37	95.68	副教授	商学院	2015-2016	秋季学期	85.135593	1490
27046	学科基础	67	94.85	副教授	商学院	2015-2016	秋季学期	86.566666	194
27047	学科基础	70	94.79		商学院	2015-2016	秋季学期	87	2131
27048	学科基础	41	90.96		商学院	2015-2016	秋季学期	85.181818	2132
27049	学科基础	28	94.3	教授	劳动人事学院	2015-2016	秋季学期	85.68421	778
27050	学科基础	24	85.03	副教授	劳动人事学院	2015-2016	秋季学期	79.419354	702
27051	专业必修	15	98.15	副教授	外国语学院	2015-2016	秋季学期	87.125	413
27052	专业选修	75	95.12	教授	国际关系学院	2015-2016	秋季学期	72.2233	196
27053	专业必修	10	97.75	副教授	外国语学院	2015-2016	秋季学期	85.166666	197
27054	专业必修	3	100	副教授	法学院	2015-2016	秋季学期	76.5	1112
27055	学科基础	19	96.92	教授	劳动人事学院	2015-2016	秋季学期	75.833333	362
27056	学科基础	34	99.47	副教授	劳动人事学院	2015-2016	秋季学期	76.261904	1115
27057	学科基础	34	96.76	教授	劳动人事学院	2015-2016	秋季学期	76.261904	361
27058	学科基础	36	95.79	教授	劳动人事学院	2015-2016	秋季学期	83.346153	1200
27059	专业必修	22	97.41	副教授	心理学系	2015-2016	秋季学期	84.228571	1311
27060	学科基础	44	99.3	教授	社会与人口学院	2015-2016	秋季学期	78.666666	930
27061	学科基础	38	96.63	教授	社会与人口学院	2015-2016	秋季学期	70.408163	929
27062	学科基础	17	92.02	副教授	社会与人口学院	2015-2016	秋季学期	78.772727	2133
27063	专业必修	19	87.68	讲师	社会与人口学院	2015-2016	秋季学期	78.608695	2134
27064	专业必修	44	97.6	副教授	商学院	2015-2016	秋季学期	81.471698	1120
27065	专业必修	32	96.6	教授	商学院	2015-2016	秋季学期	82.128205	137
27066	专业必修	47	98.8	副教授	商学院	2015-2016	秋季学期	86.517857	1120
27067	专业选修	21	98.64	教授	经济学院	2015-2016	秋季学期	79.818181	976
27068	专业必修	22	91.72	教授	历史学院	2015-2016	秋季学期	78.789473	1121
27069	专业必修	26	93.14	教授	历史学院	2015-2016	秋季学期	73.878048	1222
27070	专业选修	24	100	副教授	经济学院	2015-2016	秋季学期	85.456521	218
27071	专业选修	9	97.92	副教授	经济学院	2015-2016	秋季学期	79.8	218
27072	专业选修	16	97.66	副教授	经济学院	2015-2016	秋季学期	74	218
27073	专业选修	11	91.34	教授	商学院	2015-2016	秋季学期	83.705882	629
27074	学科基础	24	97.13	讲师	农业与农村发展学院	2015-2016	秋季学期	88.74074	1794
27075	学科基础	26	95.85	讲师	农业与农村发展学院	2015-2016	秋季学期	85.533333	1794
27076	学科基础	70	98.08	副教授	信息学院	2015-2016	秋季学期	80.629213	1157
27077	学科基础	70	95.59	副教授	信息学院	2015-2016	秋季学期	81.674157	334
27078	学科基础	34	96.71	教授	数学科学研究院	2015-2016	秋季学期	79.906976	2135
27079	学科基础	52	97	副教授	信息学院	2015-2016	秋季学期	75.081081	819
27080	学科基础	42	95.14	副教授	信息学院	2015-2016	秋季学期	45.393939	1312
27081	学科基础	51	97.07	讲师	信息学院	2015-2016	秋季学期	78.289855	583
27082	专业选修	39	96.83	二级律师	法学院	2015-2016	秋季学期	84.039215	91
27083	应用基础	10	95.95	副教授	体育部	2015-2016	秋季学期	86.615384	1040
27084	应用基础	13	97.58	副教授	体育部	2015-2016	秋季学期	86.5	1040
27085	应用基础	5	93.7	副教授	体育部	2015-2016	秋季学期	88.142857	1040
27086	应用基础	11	96.18	副教授	体育部	2015-2016	秋季学期	84.416666	1040
27087	应用基础	11	97	副教授	体育部	2015-2016	秋季学期	86.666666	1040
27088	应用基础	10	97.45	副教授	体育部	2015-2016	秋季学期	86.916666	1040
27089	应用基础	11	98.77	副教授	体育部	2015-2016	秋季学期	86.416666	1040
27090	应用基础	10	100	副教授	体育部	2015-2016	秋季学期	87.333333	1040
27091	学科基础	31	98.65	副教授	统计学院	2015-2016	秋季学期	81.962962	233
27092	学科基础	41	97.9	副教授	统计学院	2015-2016	秋季学期	77.865384	233
27093	学科基础	48	96.5	副教授	统计学院	2015-2016	秋季学期	81.857142	233
27094	学科基础	24	88.38	副教授	统计学院	2015-2016	秋季学期	83.558823	233
27095	学科基础	36	97.02	副教授	统计学院	2015-2016	秋季学期	84.5	234
27096	学科基础	24	97.34	副教授	统计学院	2015-2016	秋季学期	82.05	1841
27097	学科基础	31	98.06	副教授	统计学院	2015-2016	秋季学期	83.157894	557
27098	学科基础	26	93.91	副教授	统计学院	2015-2016	秋季学期	84.729729	1559
27099	学科基础	23	93.61	副教授	统计学院	2015-2016	秋季学期	83.473684	724
27100	学科基础	23	98.5	讲师	统计学院	2015-2016	秋季学期	86.205882	221
27101	学科基础	37	95.52	副教授	公共管理学院	2015-2016	秋季学期	84.446808	232
27102	学科基础	27	92.28	讲师	公共管理学院	2015-2016	秋季学期	80.741935	389
27103	学科基础	19	94.4	副教授	公共管理学院	2015-2016	秋季学期	79.15	1732
27104	学科基础	24	94.53	讲师	劳动人事学院	2015-2016	秋季学期	73.341463	231
27105	学科基础	23	99.32	讲师	劳动人事学院	2015-2016	秋季学期	76.833333	2136
27106	专业必修	20	97.04	教授	社会与人口学院	2015-2016	秋季学期	80.851851	367
27107	专业必修	38	99.39	教授	公共管理学院	2015-2016	秋季学期	86.183673	1125
27108	专业选修	4	98.31	讲师	商学院	2015-2016	秋季学期	65.6	240
27109	专业选修	21	96.21	讲师	商学院	2015-2016	秋季学期	88.346153	240
27110	应用基础	11	98.5	副教授	体育部	2015-2016	秋季学期	84.928571	1053
