班号	课程类别	有效评估数	评估分数	教师职称	开课学院	学年	学期	平均成绩	教师编号
23434	全校共同课	27	92.17	副教授	外国语学院	2014-2015	秋季学期	76.771428	734
23435	全校共同课	32	95.69	讲师	外国语学院	2014-2015	秋季学期	86.083333	845
23436	全校共同课	26	89.53	讲师	外国语学院	2014-2015	秋季学期	83.382352	1274
23437	全校共同课	30	88.05	副教授	外国语学院	2014-2015	秋季学期	83.257142	734
23438	全校共同课	27	97.56	讲师	外国语学院	2014-2015	秋季学期	82.764705	845
23439	全校共同课	27	99.14	讲师	外国语学院	2014-2015	秋季学期	82.486486	735
23440	全校共同课	27	92.47	副教授	外国语学院	2014-2015	秋季学期	81.026315	9
23441	全校共同课	22	97.61	讲师	外国语学院	2014-2015	秋季学期	84	735
23442	全校共同课	23	94.2	副教授	外国语学院	2014-2015	秋季学期	83.21875	9
23443	全校共同课	26	96.57	讲师	外国语学院	2014-2015	秋季学期	86.65625	841
23444	全校共同课	26	85.26	副教授	外国语学院	2014-2015	秋季学期	84.03125	834
23445	全校共同课	32	100	讲师	外国语学院	2014-2015	秋季学期	86.222222	735
23446	全校共同课	33	95.61	副教授	外国语学院	2014-2015	秋季学期	84.555555	9
23447	全校共同课	33	96.39	讲师	外国语学院	2014-2015	秋季学期	83.861111	1277
23448	全校共同课	27	96.64	讲师	外国语学院	2014-2015	秋季学期	85.823529	841
23449	全校共同课	27	97.19	讲师	外国语学院	2014-2015	秋季学期	74.352941	2039
23450	全校共同课	25	94.12	副教授	外国语学院	2014-2015	秋季学期	75.705882	834
23451	全校共同课	27	96.83	讲师	外国语学院	2014-2015	秋季学期	84.685714	1277
23452	全校共同课	24	96.34	讲师	外国语学院	2014-2015	秋季学期	84.777777	841
23453	全校共同课	26	94.38	讲师	外国语学院	2014-2015	秋季学期	70.166666	2039
23454	全校共同课	28	91.19	副教授	外国语学院	2014-2015	秋季学期	80	834
23455	全校共同课	28	93.79	讲师	外国语学院	2014-2015	秋季学期	84.305555	1277
23456	全校共同课	32	95.81	讲师	外国语学院	2014-2015	秋季学期	74.805555	2039
23457	全校共同课	27	89.67	讲师	外国语学院	2014-2015	秋季学期	84.625	1274
23458	全校共同课	26	85.84	副教授	外国语学院	2014-2015	秋季学期	83.8125	734
23459	全校共同课	25	95.11	讲师	外国语学院	2014-2015	秋季学期	84.71875	845
23460	全校共同课	32	92.38	讲师	外国语学院	2014-2015	秋季学期	85.228571	1274
23461	全校共同课	28	90.55	副教授	外国语学院	2014-2015	秋季学期	82.944444	734
23462	全校共同课	32	95.76	讲师	外国语学院	2014-2015	秋季学期	83.888888	845
23463	全校共同课	29	90.02	讲师	外国语学院	2014-2015	秋季学期	85.848484	1274
23464	全校共同课	29	87.69	副教授	外国语学院	2014-2015	秋季学期	83.257142	734
23465	全校共同课	26	97.29	讲师	外国语学院	2014-2015	秋季学期	86.121212	845
23466	全校共同课	28	99.44	讲师	外国语学院	2014-2015	秋季学期	84.567567	735
23467	全校共同课	26	93.34	副教授	外国语学院	2014-2015	秋季学期	83.315789	9
23468	全校共同课	23	98.47	讲师	外国语学院	2014-2015	秋季学期	86.1875	735
23469	全校共同课	22	95.13	副教授	外国语学院	2014-2015	秋季学期	83.71875	9
23470	全校共同课	28	96.28	讲师	外国语学院	2014-2015	秋季学期	84.8125	841
23471	全校共同课	26	88.03	副教授	外国语学院	2014-2015	秋季学期	82.741935	834
23472	全校共同课	32	98.66	讲师	外国语学院	2014-2015	秋季学期	87	735
23473	全校共同课	34	95.77	副教授	外国语学院	2014-2015	秋季学期	86	9
23474	全校共同课	33	97.16	讲师	外国语学院	2014-2015	秋季学期	86.305555	1277
23475	全校共同课	28	96.89	讲师	外国语学院	2014-2015	秋季学期	84.088235	841
23476	全校共同课	24	94.34	讲师	外国语学院	2014-2015	秋季学期	82.30303	2039
23477	全校共同课	24	91.56	副教授	外国语学院	2014-2015	秋季学期	83.137931	834
23478	全校共同课	23	98.3	讲师	外国语学院	2014-2015	秋季学期	85.914285	1277
23479	全校共同课	27	95.81	讲师	外国语学院	2014-2015	秋季学期	84.216216	841
23480	全校共同课	28	95.07	讲师	外国语学院	2014-2015	秋季学期	78.542857	2039
23481	全校共同课	26	92.99	副教授	外国语学院	2014-2015	秋季学期	79.25	834
23482	全校共同课	29	95.09	讲师	外国语学院	2014-2015	秋季学期	85.222222	1277
23483	全校共同课	29	98.06	讲师	外国语学院	2014-2015	秋季学期	81.028571	2039
23484	专业必修	144	97.31	教授	法学院	2014-2015	秋季学期	84.344444	239
23485	专业必修	144	95.28	副教授	法学院	2014-2015	秋季学期	84.344444	159
23486	专业选修	14	94.86	讲师	法学院	2014-2015	秋季学期	87.125	1558
23487	专业选修	50	99.7	副教授	法学院	2014-2015	秋季学期	84.521739	1562
23488	管理类	3	100	讲师	教育学院	2014-2015	秋季学期	88.75	1677
23489	管理类	3	95	讲师	高等教育研究室	2014-2015	秋季学期	90	1864
23490	人文艺术类	7	92.93	教授	文学院	2014-2015	秋季学期	88.5	687
23491	专业选修	1	100	讲师	清史所	2014-2015	秋季学期	89	1842
23492	专业选修	14	97.43	讲师	国学院	2014-2015	秋季学期	87	1412
23493	学科基础	17	98.63	讲师	经济学院	2014-2015	秋季学期	88	1489
23494	人文艺术类	26	97.81	讲师	历史学院	2014-2015	秋季学期	88	559
23495	全校共同课	20	95.43		中法学院	2014-2015	秋季学期	72.565217	1696
23496	全校共同课	20	91.6		国际学院	2014-2015	秋季学期	74.590909	1788
23497	全校共同课	19	99.37		中法学院	2014-2015	秋季学期	74.130434	1697
23498	全校共同课	21	97.43		国际学院	2014-2015	秋季学期	79.772727	2040
23499	全校共同课	19	95.7		中法学院	2014-2015	秋季学期	76.73913	1696
23500	全校共同课	19	92.18		国际学院	2014-2015	秋季学期	77.454545	2041
23501	全校共同课	15	98.9		国际学院	2014-2015	秋季学期	78.17647	2040
23502	全校共同课	13	86.62		国际学院	2014-2015	秋季学期	77.5625	1788
23503	全校共同课	14	92.98		国际学院	2014-2015	秋季学期	77.705882	1788
23504	专业必修	19	91.99	副教授	心理学系	2014-2015	秋季学期	84.095238	2042
23505	专业选修	21	96.29	副教授	信息学院	2014-2015	秋季学期	88.76	280
23506	全校共同课	35	87.81	副教授	商学院	2014-2015	秋季学期	82.357142	744
23507	全校共同课	13	90.31	副教授	商学院	2014-2015	秋季学期	82.8125	744
23508	全校共同课	37	86.28	副教授	商学院	2014-2015	秋季学期	75.92	744
23509	全校共同课	44	90.2	副教授	商学院	2014-2015	秋季学期	84.418181	744
23510	全校共同课	42	88.8	副教授	商学院	2014-2015	秋季学期	80.17647	744
23511	全校共同课	24	93.22	副教授	商学院	2014-2015	秋季学期	83.6875	744
23512	全校共同课	24	92.59	副教授	商学院	2014-2015	秋季学期	82.466666	744
23513	专业必修	28	93.28		中法学院	2014-2015	秋季学期	78.90909	1933
23514	学科基础	7	91.86	教授	马克思主义学院	2014-2015	秋季学期	89	906
23515	学科基础	14	92.93	教授	马克思主义学院	2014-2015	秋季学期	89	1197
23516	学科基础	18	94.29	副教授	马克思主义学院	2014-2015	秋季学期	86.9	1195
23517	学科基础	17	95.63	讲师	马克思主义学院	2014-2015	秋季学期	84.611111	325
23518	学科基础	40	97.99	副教授	信息学院	2014-2015	秋季学期	70.333333	816
23519	专业选修	4	100	副教授	信息学院	2014-2015	秋季学期	84	1913
23520	专业选修	8	97.38	副教授	信息学院	2014-2015	秋季学期	77.875	1847
23521	专业选修	21	99.22	讲师	信息学院	2014-2015	秋季学期	86.333333	333
23522	专业必修	13	95.5	副教授	信息资源管理学院	2014-2015	秋季学期	81.166666	397
23523	专业必修	24	98.41	教授	财政金融学院	2014-2015	秋季学期	82.142857	519
23524	专业必修	42	98.75	副教授	信息资源管理学院	2014-2015	秋季学期	85.267857	246
23525	专业必修	22	96.97	工程师	信息资源管理学院	2014-2015	秋季学期	84.035714	499
23526	专业必修	28	97.3	工程师	信息资源管理学院	2014-2015	秋季学期	82.783783	499
23527	专业选修	19	98.11	教授	信息资源管理学院	2014-2015	秋季学期	77.086956	1127
23528	学科基础	29	96.72	副教授	心理学系	2014-2015	秋季学期	81.925	1311
23529	人文艺术类	5	97	讲师	历史学院	2014-2015	秋季学期	85.166666	1762
23530	人文艺术类	16	87.81	讲师	历史学院	2014-2015	秋季学期	70.125	1848
23531	人文艺术类	30	97.68	讲师	历史学院	2014-2015	秋季学期	82.027777	1763
23532	学科基础	30	94.48	讲师	心理学系	2014-2015	秋季学期	83.85	1597
23533	专业选修	32	97.16	讲师	国际关系学院	2014-2015	秋季学期	86.694444	1378
23534	专业必修	22	96.66	副教授	国际关系学院	2014-2015	秋季学期	87.541666	354
23535		22	93.66	副教授	国际关系学院	2014-2015	秋季学期	87.541666	1142
23536		22	94.89	讲师	国际关系学院	2014-2015	秋季学期	87.541666	1215
23537	专业必修	22	96.49	讲师	国际关系学院	2014-2015	秋季学期	86	1397
23538	学科基础	12	98.31	教授	历史学院	2014-2015	秋季学期	89.153846	2043
23539	学科基础	14	94.38	副教授	信息资源管理学院	2014-2015	秋季学期	74.75	394
23540	全校共同课	19	89.74	教授	环境学院	2014-2015	秋季学期	NULL	1076
23541	全校共同课	20	92.09	教授	环境学院	2014-2015	秋季学期	NULL	1077
23542	全校共同课	14	91.43	教授	环境学院	2014-2015	秋季学期	NULL	419
23543	全校共同课	10	92.58	教授	环境学院	2014-2015	秋季学期	NULL	1676
23544	全校共同课	12	96.44	教授	商学院	2014-2015	秋季学期	NULL	513
23545	全校共同课	10	88.15	教授	商学院	2014-2015	秋季学期	NULL	121
23546	全校共同课	11	89.43	教授	商学院	2014-2015	秋季学期	NULL	118
23547	全校共同课	11	95.91	副教授	商学院	2014-2015	秋季学期	NULL	776
23548	全校共同课	13	95.15	副教授	商学院	2014-2015	秋季学期	NULL	335
23549	全校共同课	18	93.17	教授	商学院	2014-2015	秋季学期	NULL	633
23550	全校共同课	7	99.79	副教授	商学院	2014-2015	秋季学期	NULL	217
23551	全校共同课	19	93.84	教授	商学院	2014-2015	秋季学期	NULL	629
23552		12	95.5	教授	外国语学院	2014-2015	秋季学期	88	502
23553	全校共同课	13	98.85	副教授	外国语学院	2014-2015	秋季学期	88	800
23554	全校共同课	17	98.54	教授	商学院	2014-2015	秋季学期	NULL	26
23555	全校共同课	18	96.83	副教授	商学院	2014-2015	秋季学期	NULL	573
23556	全校共同课	19	89.9	教授	商学院	2014-2015	秋季学期	NULL	24
23557	全校共同课	18	97.42	教授	商学院	2014-2015	秋季学期	NULL	67
23558	全校共同课	16	94.33	教授	商学院	2014-2015	秋季学期	NULL	66
23559	全校共同课	17	96.29	教授	商学院	2014-2015	秋季学期	NULL	148
23560		15	99.9	教授	外国语学院	2014-2015	秋季学期	88.8125	502
23561		15	100	教授	外国语学院	2014-2015	秋季学期	88.8125	414
23562	全校共同课	15	100	教授	外国语学院	2014-2015	秋季学期	88.8125	1259
23563	专业必修	11	92.57	教授	化学系	2014-2015	秋季学期	NULL	1252
23564	专业必修	10	96.7	教授	化学系	2014-2015	秋季学期	NULL	2044
23565	全校共同课	11	95.23	教授	劳动人事学院	2014-2015	秋季学期	#N/A	341
23566	全校共同课	12	94.88	教授	心理学系	2014-2015	秋季学期	NULL	1171
23567	全校共同课	12	99.69	副教授	新闻学院	2014-2015	秋季学期	NULL	99
23568	全校共同课	14	94.43	副教授（思政）	新闻学院	2014-2015	秋季学期	NULL	1657
23569	全校共同课	15	90.2	副教授	新闻学院	2014-2015	秋季学期	NULL	497
23570	全校共同课	15	94.25	副教授	新闻学院	2014-2015	秋季学期	NULL	143
23571	全校共同课	16	97.75	副教授	新闻学院	2014-2015	秋季学期	NULL	264
23572	全校共同课	15	90.7	副教授	新闻学院	2014-2015	秋季学期	NULL	258
23573	全校共同课	16	92.64	副教授	新闻学院	2014-2015	秋季学期	NULL	874
23574	全校共同课	18	99.17	副教授	新闻学院	2014-2015	秋季学期	NULL	243
23575	全校共同课	13	99.02	教授	新闻学院	2014-2015	秋季学期	NULL	96
23576	全校共同课	14	94.91	教授	新闻学院	2014-2015	秋季学期	NULL	259
23577		16	99.06	副教授	外国语学院	2014-2015	秋季学期	83.823529	524
23578		16	94.61	教授	外国语学院	2014-2015	秋季学期	83.823529	502
23579		16	98.36	副教授	外国语学院	2014-2015	秋季学期	83.823529	586
23580	全校共同课	16	97.84	教授	外国语学院	2014-2015	秋季学期	83.823529	483
23581	全校共同课	15	98.6	讲师	外国语学院	2014-2015	秋季学期	88.888888	868
23582		15	98.3	教授	外国语学院	2014-2015	秋季学期	88.888888	502
23583	全校共同课	12	90.31	副教授	国际关系学院	2014-2015	秋季学期	NULL	313
23584	全校共同课	12	97.06	教授	国际关系学院	2014-2015	秋季学期	NULL	511
23585	全校共同课	10	91.75	副教授	国际关系学院	2014-2015	秋季学期	NULL	7
23586	全校共同课	10	98.5	副教授	国际关系学院	2014-2015	秋季学期	NULL	106
23587	全校共同课	15	99.55	副教授	国际关系学院	2014-2015	秋季学期	NULL	618
23588	全校共同课	14	92.98	教授	国际关系学院	2014-2015	秋季学期	NULL	172
23589	全校共同课	10	97.3	副教授	国际关系学院	2014-2015	秋季学期	NULL	2
23590	全校共同课	19	94.79	教授	社会与人口学院	2014-2015	秋季学期	NULL	646
23591	全校共同课	18	94.17	教授	社会与人口学院	2014-2015	秋季学期	NULL	369
23592	全校共同课	17	94.18	教授	社会与人口学院	2014-2015	秋季学期	NULL	927
23593	全校共同课	14	97.48	副教授	社会与人口学院	2014-2015	秋季学期	NULL	1267
23594		18	95.08	教授	外国语学院	2014-2015	秋季学期	87.15	502
23595		18	95.04	教授	外国语学院	2014-2015	秋季学期	87.15	866
23596		18	91.29	教授	外国语学院	2014-2015	秋季学期	87.15	466
23597		18	94.75	教授	外国语学院	2014-2015	秋季学期	87.15	407
23598	全校共同课	18	96.67	教授	外国语学院	2014-2015	秋季学期	87.15	782
23599		18	96.33	教授	外国语学院	2014-2015	秋季学期	87.15	703
23600		18	95.25	教授	外国语学院	2014-2015	秋季学期	88.15	466
23601	全校共同课	18	99.17	教授	外国语学院	2014-2015	秋季学期	88.15	866
23602		18	96.38	教授	外国语学院	2014-2015	秋季学期	88.15	703
23603		18	99.17	教授	外国语学院	2014-2015	秋季学期	88.15	782
23604		18	93.42	教授	外国语学院	2014-2015	秋季学期	88.15	502
23605		18	95.75	教授	外国语学院	2014-2015	秋季学期	88.15	407
23606	全校共同课	13	95.96	教授	商学院	2014-2015	秋季学期	NULL	1669
23607	全校共同课	9	96.83	副教授	国学院	2014-2015	秋季学期	89.1	765
23608	全校共同课	9	96.83	副教授	国学院	2014-2015	秋季学期	86.727272	962
23609		11	96.11	教授	信息学院	2014-2015	秋季学期	#N/A	1370
23610		11	99.11	教授	信息学院	2014-2015	秋季学期	#N/A	222
23611		12	94.38	教授	信息学院	2014-2015	秋季学期	#N/A	222
23612		12	90.06	教授	信息学院	2014-2015	秋季学期	#N/A	1370
23613		12	96.63	副教授	信息学院	2014-2015	秋季学期	#N/A	348
23614		12	95	副教授	信息学院	2014-2015	秋季学期	#N/A	1159
23615		9	97.42	副教授	信息学院	2014-2015	秋季学期	#N/A	348
23616		9	98.5	副教授	信息学院	2014-2015	秋季学期	#N/A	1159
23617		10	97.9	教授	信息学院	2014-2015	秋季学期	#N/A	965
23618		10	97.9	教授	信息学院	2014-2015	秋季学期	#N/A	2045
23619		11	99.59	教授	信息学院	2014-2015	秋季学期	#N/A	965
23620		11	99.86	教授	信息学院	2014-2015	秋季学期	#N/A	2045
23621		11	95.98	教授	信息学院	2014-2015	秋季学期	#N/A	939
23622		10	91.45	教授	信息学院	2014-2015	秋季学期	#N/A	1608
23623		11	96.39	教授	信息学院	2014-2015	秋季学期	#N/A	939
23624		11	92.98	教授	信息学院	2014-2015	秋季学期	#N/A	1608
23625		11	98.64	副教授	信息学院	2014-2015	秋季学期	#N/A	280
23626		11	95.16	教授	信息学院	2014-2015	秋季学期	#N/A	225
23627		10	98.5	副教授	信息学院	2014-2015	秋季学期	#N/A	280
23628		10	94.98	教授	信息学院	2014-2015	秋季学期	#N/A	225
23629	全校共同课	17	86.85	教授	财政金融学院	2014-2015	秋季学期	NULL	1086
23630	全校共同课	19	93.8	副教授	商学院	2014-2015	秋季学期	NULL	134
23631	全校共同课	15	92.15	教授	文学院	2014-2015	秋季学期	NULL	1851
23632	全校共同课	17	97.13	副教授	国际学院	2014-2015	秋季学期	NULL	1703
23633	全校共同课	15	97.1	副教授	外国语学院	2014-2015	秋季学期	NULL	1923
